Päivämäärä;Huopalahti (asema);Kaisaniemi;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto (Ooppera);Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Eteläesplanadi;Baana
pe 20 kesä 2014 19:00;;21;;;;;;17;22;31;;20;;;25;32
pe 20 kesä 2014 20:00;;13;;;;;;24;23;33;;24;;;23;36
pe 20 kesä 2014 21:00;;20;;;;;;27;27;38;;27;;;16;43
pe 20 kesä 2014 22:00;;15;;;;;;6;13;23;;18;;;20;26
pe 20 kesä 2014 23:00;;17;;;;;;9;12;9;;12;;;18;12
la 21 kesä 2014 00:00;;6;;;;;;5;5;5;;12;;;14;11
la 21 kesä 2014 01:00;;12;;;;;;10;1;8;;21;;;10;11
la 21 kesä 2014 02:00;;3;;;;;;3;3;3;;15;;;5;6
la 21 kesä 2014 03:00;;6;;;;;;5;2;5;;18;;;9;4
la 21 kesä 2014 04:00;;1;;;;;;3;10;6;;9;;;0;9
la 21 kesä 2014 05:00;;3;;;;;;1;4;0;;6;;;1;2
la 21 kesä 2014 06:00;;4;;;;;;7;13;10;;9;;;5;12
la 21 kesä 2014 07:00;;6;;;;;;8;17;16;;9;;;9;19
la 21 kesä 2014 08:00;;19;;;;;;10;11;21;;12;;;8;23
la 21 kesä 2014 09:00;;16;;;;;;8;14;34;;27;;;30;31
la 21 kesä 2014 10:00;;22;;;;;;17;25;42;;11;;;22;49
la 21 kesä 2014 11:00;;38;;;;;;25;36;72;;26;;;44;68
la 21 kesä 2014 12:00;;43;;;;;;31;35;52;;25;;;34;70
la 21 kesä 2014 13:00;;19;;;;;;15;29;57;;30;;;35;58
la 21 kesä 2014 14:00;;39;;;;;;23;24;63;;33;;;44;69
la 21 kesä 2014 15:00;;27;;;;;;21;53;60;;39;;;47;61
la 21 kesä 2014 16:00;;37;;;;;;18;31;64;;43;;;40;69
la 21 kesä 2014 17:00;;30;;;;;;20;38;76;;60;;;50;87
la 21 kesä 2014 18:00;;31;;;;;;37;22;37;;42;;;22;39
la 21 kesä 2014 19:00;;30;;;;;;22;32;54;;18;;;21;43
la 21 kesä 2014 20:00;;23;;;;;;17;25;43;;18;;;19;32
la 21 kesä 2014 21:00;;7;;;;;;19;23;50;;19;;;15;45
la 21 kesä 2014 22:00;;21;;;;;;12;21;22;;19;;;16;24
la 21 kesä 2014 23:00;;6;;;;;;7;4;18;;14;;;14;16
su 22 kesä 2014 00:00;;4;;;;;;5;8;5;;12;;;13;19
su 22 kesä 2014 01:00;;1;;;;;;0;4;2;;18;;;7;8
su 22 kesä 2014 02:00;;2;;;;;;2;3;2;;27;;;7;8
su 22 kesä 2014 03:00;;2;;;;;;0;1;2;;9;;;4;4
su 22 kesä 2014 04:00;;5;;;;;;0;0;5;;2;;;2;2
su 22 kesä 2014 05:00;;7;;;;;;0;0;0;;4;;;4;2
su 22 kesä 2014 06:00;;4;;;;;;7;9;10;;4;;;1;13
su 22 kesä 2014 07:00;;4;;;;;;8;13;9;;11;;;10;17
su 22 kesä 2014 08:00;;6;;;;;;12;16;26;;1;;;12;20
su 22 kesä 2014 09:00;;52;;;;;;9;15;24;;15;;;13;28
su 22 kesä 2014 10:00;;33;;;;;;9;25;50;;25;;;34;57
su 22 kesä 2014 11:00;;40;;;;;;28;43;75;;26;;;45;72
su 22 kesä 2014 12:00;;45;;;;;;21;48;75;;43;;;46;75
su 22 kesä 2014 13:00;;40;;;;;;26;40;68;;29;;;30;72
su 22 kesä 2014 14:00;;14;;;;;;21;34;50;;24;;;21;56
su 22 kesä 2014 15:00;;30;;;;;;15;26;40;;33;;;19;50
su 22 kesä 2014 16:00;;28;;;;;;13;16;27;;20;;;25;47
su 22 kesä 2014 17:00;;25;;;;;;20;19;36;;17;;;19;42
su 22 kesä 2014 18:00;;18;;;;;;8;14;40;;18;;;18;38
su 22 kesä 2014 19:00;;13;;;;;;9;22;30;;11;;;10;31
su 22 kesä 2014 20:00;;19;;;;;;10;22;32;;22;;;16;40
su 22 kesä 2014 21:00;;9;;;;;;9;11;10;;9;;;13;18
su 22 kesä 2014 22:00;;10;;;;;;4;8;11;;5;;;2;13
su 22 kesä 2014 23:00;;1;;;;;;1;1;5;;7;;;2;6
ma 23 kesä 2014 00:00;;1;;;;;;0;0;3;;9;;;3;1
ma 23 kesä 2014 01:00;;0;;;;;;1;1;0;;6;;;2;0
ma 23 kesä 2014 02:00;;1;;;;;;0;1;0;;1;;;0;0
ma 23 kesä 2014 03:00;;1;;;;;;0;0;3;;2;;;0;3
ma 23 kesä 2014 04:00;;2;;;;;;1;1;1;;1;;;0;4
ma 23 kesä 2014 05:00;;10;;;;;;5;8;15;;4;;;12;15
ma 23 kesä 2014 06:00;;45;;;;;;46;74;71;;22;;;33;85
ma 23 kesä 2014 07:00;;124;;;;;;123;179;166;;36;;;83;222
ma 23 kesä 2014 08:00;;220;;;;;;130;188;311;;52;;;202;362
ma 23 kesä 2014 09:00;;113;;;;;;57;76;187;;43;;;134;230
ma 23 kesä 2014 10:00;;62;;;;;;33;46;76;;42;;;91;89
ma 23 kesä 2014 11:00;;59;;;;;;20;36;108;;61;;;58;97
ma 23 kesä 2014 12:00;;57;;;;;;30;48;85;;59;;;86;110
ma 23 kesä 2014 13:00;;65;;;;;;38;44;112;;70;;;102;114
ma 23 kesä 2014 14:00;;103;;;;;;44;51;139;;81;;;107;167
ma 23 kesä 2014 15:00;;142;;;;;;120;146;223;;104;;;160;239
ma 23 kesä 2014 16:00;;245;;;;;;157;208;365;;140;;;246;386
ma 23 kesä 2014 17:00;;221;;;;;;143;191;371;;135;;;202;383
ma 23 kesä 2014 18:00;;169;;;;;;125;131;259;;147;;;171;291
ma 23 kesä 2014 19:00;;133;;;;;;89;113;193;;91;;;91;190
ma 23 kesä 2014 20:00;;96;;;;;;63;76;145;;91;;;77;165
ma 23 kesä 2014 21:00;;60;;;;;;61;63;105;;73;;;54;105
ma 23 kesä 2014 22:00;;25;;;;;;25;32;60;;30;;;27;59
ma 23 kesä 2014 23:00;;11;;;;;;7;12;14;;28;;;14;29
ti 24 kesä 2014 00:00;;9;;;;;;4;4;7;;18;;;8;14
ti 24 kesä 2014 01:00;;6;;;;;;0;4;3;;13;;;7;6
ti 24 kesä 2014 02:00;;0;;;;;;1;4;2;;9;;;3;3
ti 24 kesä 2014 03:00;;2;;;;;;2;0;4;;6;;;2;1
ti 24 kesä 2014 04:00;;2;;;;;;0;2;2;;8;;;0;3
ti 24 kesä 2014 05:00;;10;;;;;;9;14;18;;7;;;11;20
ti 24 kesä 2014 06:00;;54;;;;;;54;80;92;;20;;;40;107
ti 24 kesä 2014 07:00;;134;;;;;;160;187;197;;38;;;103;277
ti 24 kesä 2014 08:00;;173;;;;;;124;165;249;;54;;;187;274
ti 24 kesä 2014 09:00;;128;;;;;;44;70;146;;55;;;122;187
ti 24 kesä 2014 10:00;;52;;;;;;22;30;84;;48;;;68;93
ti 24 kesä 2014 11:00;;62;;;;;;28;30;89;;51;;;80;91
ti 24 kesä 2014 12:00;;103;;;;;;24;27;76;;71;;;99;84
ti 24 kesä 2014 13:00;;57;;;;;;19;33;60;;42;;;88;80
ti 24 kesä 2014 14:00;;54;;;;;;26;31;75;;41;;;80;92
ti 24 kesä 2014 15:00;;122;;;;;;96;126;181;;85;;;125;211
ti 24 kesä 2014 16:00;;187;;;;;;140;185;278;;89;;;212;324
ti 24 kesä 2014 17:00;;206;;;;;;130;155;270;;122;;;170;290
ti 24 kesä 2014 18:00;;114;;;;;;86;113;211;;102;;;145;236
ti 24 kesä 2014 19:00;;78;;;;;;72;86;152;;64;;;78;149
ti 24 kesä 2014 20:00;;77;;;;;;73;52;125;;79;;;57;139
ti 24 kesä 2014 21:00;;40;;;;;;55;57;100;;47;;;40;111
ti 24 kesä 2014 22:00;;23;;;;;;15;24;51;;36;;;28;45
ti 24 kesä 2014 23:00;;12;;;;;;10;12;10;;20;;;18;18
ke 25 kesä 2014 00:00;;4;;;;;;4;4;5;;11;;;6;12
ke 25 kesä 2014 01:00;;3;;;;;;2;4;1;;14;;;8;9
ke 25 kesä 2014 02:00;;2;;;;;;0;5;1;;3;;;2;1
ke 25 kesä 2014 03:00;;3;;;;;;0;0;4;;6;;;2;4
ke 25 kesä 2014 04:00;;3;;;;;;1;4;3;;5;;;0;1
ke 25 kesä 2014 05:00;;12;;;;;;9;11;16;;7;;;15;22
ke 25 kesä 2014 06:00;;58;;;;;;65;90;99;;24;;;56;116
ke 25 kesä 2014 07:00;;177;;;;;;170;218;244;;30;;;131;293
ke 25 kesä 2014 08:00;;279;;;;;;182;248;330;;69;;;228;434
ke 25 kesä 2014 09:00;;122;;;;;;74;100;224;;70;;;140;230
ke 25 kesä 2014 10:00;;74;;;;;;40;55;125;;63;;;112;124
ke 25 kesä 2014 11:00;;73;;;;;;50;68;116;;58;;;107;122
ke 25 kesä 2014 12:00;;89;;;;;;43;56;117;;83;;;113;137
ke 25 kesä 2014 13:00;;101;;;;;;55;59;169;;74;;;98;141
ke 25 kesä 2014 14:00;;98;;;;;;50;75;166;;100;;;115;149
ke 25 kesä 2014 15:00;;185;;;;;;139;179;243;;122;;;189;253
ke 25 kesä 2014 16:00;;283;;;;;;186;243;393;;167;;;236;390
ke 25 kesä 2014 17:00;;222;;;;;;174;203;350;;134;;;249;377
ke 25 kesä 2014 18:00;;161;;;;;;120;137;279;;114;;;154;264
ke 25 kesä 2014 19:00;;132;;;;;;100;79;149;;97;;;107;179
ke 25 kesä 2014 20:00;;106;;;;;;75;77;138;;83;;;77;152
ke 25 kesä 2014 21:00;;60;;;;;;56;67;125;;86;;;61;89
ke 25 kesä 2014 22:00;;41;;;;;;28;37;62;;54;;;59;64
ke 25 kesä 2014 23:00;;30;;;;;;15;19;16;;37;;;22;27
to 26 kesä 2014 00:00;;19;;;;;;7;6;9;;33;;;7;16
to 26 kesä 2014 01:00;;11;;;;;;3;4;6;;18;;;13;10
to 26 kesä 2014 02:00;;3;;;;;;4;2;3;;13;;;9;11
to 26 kesä 2014 03:00;;7;;;;;;1;1;3;;8;;;2;2
to 26 kesä 2014 04:00;;3;;;;;;3;5;4;;5;;;1;7
to 26 kesä 2014 05:00;;13;;;;;;9;10;18;;15;;;12;35
to 26 kesä 2014 06:00;;38;;;;;;56;82;97;;21;;;56;117
to 26 kesä 2014 07:00;;156;;;;;;164;201;226;;40;;;112;270
to 26 kesä 2014 08:00;;279;;;;;;177;197;377;;51;;;254;406
to 26 kesä 2014 09:00;;165;;;;;;67;100;222;;72;;;147;232
to 26 kesä 2014 10:00;;83;;;;;;49;47;117;;74;;;99;119
to 26 kesä 2014 11:00;;75;;;;;;53;56;130;;78;;;103;128
to 26 kesä 2014 12:00;;81;;;;;;53;68;125;;91;;;131;136
to 26 kesä 2014 13:00;;61;;;;;;54;61;122;;79;;;126;140
to 26 kesä 2014 14:00;;97;;;;;;62;64;124;;92;;;131;139
to 26 kesä 2014 15:00;;143;;;;;;110;118;181;;86;;;157;217
to 26 kesä 2014 16:00;;238;;;;;;157;198;324;;93;;;247;394
to 26 kesä 2014 17:00;;218;;;;;;170;190;339;;108;;;173;364
to 26 kesä 2014 18:00;;114;;;;;;97;103;223;;128;;;124;220
to 26 kesä 2014 19:00;;95;;;;;;72;74;171;;72;;;92;170
to 26 kesä 2014 20:00;;76;;;;;;57;61;122;;66;;;72;136
to 26 kesä 2014 21:00;;44;;;;;;44;50;101;;54;;;61;110
to 26 kesä 2014 22:00;;39;;;;;;26;27;57;;37;;;34;57
to 26 kesä 2014 23:00;;22;;;;;;5;15;30;;27;;;30;26
pe 27 kesä 2014 00:00;;12;;;;;;3;10;5;;23;;;18;11
pe 27 kesä 2014 01:00;;7;;;;;;5;3;5;;13;;;8;6
pe 27 kesä 2014 02:00;;4;;;;;;1;4;1;;7;;;6;2
pe 27 kesä 2014 03:00;;6;;;;;;0;1;1;;9;;;4;2
pe 27 kesä 2014 04:00;;3;;;;;;2;2;1;;10;;;2;3
pe 27 kesä 2014 05:00;;11;;;;;;9;10;12;;6;;;14;29
pe 27 kesä 2014 06:00;;43;;;;;;54;63;75;;26;;;44;102
pe 27 kesä 2014 07:00;;141;;;;;;136;164;212;;31;;;102;259
pe 27 kesä 2014 08:00;;220;;;;;;151;165;297;;55;;;196;360
pe 27 kesä 2014 09:00;;107;;;;;;74;74;192;;62;;;131;230
pe 27 kesä 2014 10:00;;75;;;;;;37;58;123;;65;;;86;131
pe 27 kesä 2014 11:00;;89;;;;;;41;47;119;;64;;;114;123
pe 27 kesä 2014 12:00;;77;;;;;;41;64;210;;86;;;131;155
pe 27 kesä 2014 13:00;;77;;;;;;65;77;152;;104;;;145;151
pe 27 kesä 2014 14:00;;85;;;;;;74;68;173;;96;;;132;212
pe 27 kesä 2014 15:00;;194;;;;;;133;176;272;;149;;;205;281
pe 27 kesä 2014 16:00;;249;;;;;;146;171;345;;133;;;204;362
pe 27 kesä 2014 17:00;;179;;;;;;138;142;270;;137;;;168;291
pe 27 kesä 2014 18:00;;126;;;;;;81;89;205;;127;;;152;190
pe 27 kesä 2014 19:00;;114;;;;;;68;75;164;;110;;;99;184
pe 27 kesä 2014 20:00;;65;;;;;;35;53;122;;92;;;68;108
pe 27 kesä 2014 21:00;;46;;;;;;39;31;98;;52;;;50;73
pe 27 kesä 2014 22:00;;44;;;;;;22;17;55;;50;;;46;62
pe 27 kesä 2014 23:00;;26;;;;;;14;12;29;;47;;;36;37
la 28 kesä 2014 00:00;;19;;;;;;9;4;14;;35;;;36;29
la 28 kesä 2014 01:00;;14;;;;;;8;12;8;;29;;;25;11
la 28 kesä 2014 02:00;;6;;;;;;4;3;10;;24;;;13;15
la 28 kesä 2014 03:00;;11;;;;;;3;6;8;;33;;;18;9
la 28 kesä 2014 04:00;;4;;;;;;1;4;9;;18;;;6;6
la 28 kesä 2014 05:00;;6;;;;;;2;2;7;;8;;;6;10
la 28 kesä 2014 06:00;;8;;;;;;11;14;10;;9;;;9;10
la 28 kesä 2014 07:00;;16;;;;;;6;20;31;;5;;;20;39
la 28 kesä 2014 08:00;;30;;;;;;18;23;37;;18;;;33;54
la 28 kesä 2014 09:00;;39;;;;;;44;48;79;;39;;;59;82
la 28 kesä 2014 10:00;;76;;;;;;38;55;120;;70;;;98;125
la 28 kesä 2014 11:00;;100;;;;;;68;81;127;;84;;;136;137
la 28 kesä 2014 12:00;;177;;;;;;84;85;187;;131;;;169;177
la 28 kesä 2014 13:00;;132;;;;;;70;71;208;;131;;;143;205
la 28 kesä 2014 14:00;;149;;;;;;85;98;253;;139;;;190;243
la 28 kesä 2014 15:00;;158;;;;;;67;100;233;;125;;;193;220
la 28 kesä 2014 16:00;;134;;;;;;65;94;245;;120;;;143;207
la 28 kesä 2014 17:00;;118;;;;;;73;89;184;;123;;;138;174
la 28 kesä 2014 18:00;;117;;;;;;69;84;195;;99;;;115;155
la 28 kesä 2014 19:00;;55;;;;;;46;72;99;;68;;;67;107
la 28 kesä 2014 20:00;;66;;;;;;29;33;92;;82;;;69;78
la 28 kesä 2014 21:00;;43;;;;;;25;35;64;;36;;;48;69
la 28 kesä 2014 22:00;;53;;;;;;36;32;88;;74;;;39;64
la 28 kesä 2014 23:00;;32;;;;;;21;16;46;;65;;;51;35
su 29 kesä 2014 00:00;;30;;;;;;9;12;18;;64;;;41;24
su 29 kesä 2014 01:00;;24;;;;;;13;11;16;;67;;;33;35
su 29 kesä 2014 02:00;;21;;;;;;4;7;16;;40;;;19;16
su 29 kesä 2014 03:00;;8;;;;;;4;3;13;;30;;;17;12
su 29 kesä 2014 04:00;;14;;;;;;8;3;17;;36;;;6;6
su 29 kesä 2014 05:00;;5;;;;;;2;0;4;;12;;;5;7
su 29 kesä 2014 06:00;;12;;;;;;8;9;10;;2;;;7;7
su 29 kesä 2014 07:00;;4;;;;;;5;18;13;;5;;;6;10
su 29 kesä 2014 08:00;;6;;;;;;5;10;12;;5;;;4;15
su 29 kesä 2014 09:00;;11;;;;;;11;11;8;;7;;;18;9
su 29 kesä 2014 10:00;;11;;;;;;6;11;23;;9;;;10;19
su 29 kesä 2014 11:00;;14;;;;;;7;8;16;;15;;;11;17
su 29 kesä 2014 12:00;;12;;;;;;8;11;17;;7;;;21;28
su 29 kesä 2014 13:00;;17;;;;;;3;10;25;;22;;;18;32
su 29 kesä 2014 14:00;;11;;;;;;9;14;25;;32;;;26;31
su 29 kesä 2014 15:00;;15;;;;;;12;13;17;;18;;;17;24
su 29 kesä 2014 16:00;;23;;;;;;22;13;31;;25;;;23;40
su 29 kesä 2014 17:00;;10;;;;;;10;10;28;;17;;;17;29
su 29 kesä 2014 18:00;;19;;;;;;17;11;30;;22;;;16;23
su 29 kesä 2014 19:00;;10;;;;;;9;12;31;;16;;;15;39
su 29 kesä 2014 20:00;;20;;;;;;13;8;26;;20;;;14;33
su 29 kesä 2014 21:00;;17;;;;;;7;13;27;;15;;;15;15
su 29 kesä 2014 22:00;;6;;;;;;7;5;18;;5;;;4;21
su 29 kesä 2014 23:00;;2;;;;;;2;3;3;;10;;;9;7
ma 30 kesä 2014 00:00;;3;;;;;;3;5;3;;7;;;2;8
ma 30 kesä 2014 01:00;;0;;;;;;1;1;0;;3;;;1;4
ma 30 kesä 2014 02:00;;0;;;;;;0;0;1;;2;;;4;1
ma 30 kesä 2014 03:00;;1;;;;;;0;0;0;;3;;;1;1
ma 30 kesä 2014 04:00;;5;;;;;;0;4;2;;2;;;1;4
ma 30 kesä 2014 05:00;;9;;;;;;4;4;4;;11;;;5;15
ma 30 kesä 2014 06:00;;34;;;;;;34;44;47;;15;;;29;61
ma 30 kesä 2014 07:00;;83;;;;;;107;103;110;;22;;;64;148
ma 30 kesä 2014 08:00;;131;;;;;;77;89;179;;35;;;112;224
ma 30 kesä 2014 09:00;;73;;;;;;44;41;115;;43;;;84;127
ma 30 kesä 2014 10:00;;42;;;;;;27;30;77;;37;;;45;79
ma 30 kesä 2014 11:00;;47;;;;;;14;31;74;;42;;;59;70
ma 30 kesä 2014 12:00;;55;;;;;;25;40;72;;57;;;82;85
ma 30 kesä 2014 13:00;;57;;;;;;23;42;89;;73;;;84;96
ma 30 kesä 2014 14:00;;56;;;;;;27;32;100;;79;;;83;114
ma 30 kesä 2014 15:00;;143;;;;;;77;92;146;;90;;;112;148
ma 30 kesä 2014 16:00;;188;;;;;;109;135;251;;83;;;150;252
ma 30 kesä 2014 17:00;;135;;;;;;97;116;246;;88;;;159;243
ma 30 kesä 2014 18:00;;128;;;;;;68;87;168;;124;;;116;184
ma 30 kesä 2014 19:00;;60;;;;;;53;56;128;;80;;;65;134
ma 30 kesä 2014 20:00;;64;;;;;;51;45;93;;50;;;47;102
ma 30 kesä 2014 21:00;;48;;;;;;43;52;96;;51;;;43;93
ma 30 kesä 2014 22:00;;16;;;;;;22;19;40;;31;;;20;41
ma 30 kesä 2014 23:00;;15;;;;;;4;15;12;;12;;;15;20
ti 1 heinä 2014 00:00;;5;;;;;;4;7;9;;9;;;5;6
ti 1 heinä 2014 01:00;;6;;;;;;3;2;5;;11;;;5;7
ti 1 heinä 2014 02:00;;4;;;;;;6;2;2;;10;;;1;5
ti 1 heinä 2014 03:00;;3;;;;;;1;2;2;;7;;;2;2
ti 1 heinä 2014 04:00;;4;;;;;;0;3;0;;7;;;0;4
ti 1 heinä 2014 05:00;;15;;;;;;9;8;16;;14;;;8;20
ti 1 heinä 2014 06:00;;42;;;;;;69;77;86;;25;;;42;111
ti 1 heinä 2014 07:00;;133;;;;;;151;186;208;;29;;;115;266
ti 1 heinä 2014 08:00;;210;;;;;;111;174;329;;68;;;180;363
ti 1 heinä 2014 09:00;;126;;;;;;59;88;200;;65;;;144;199
ti 1 heinä 2014 10:00;;109;;;;;;29;39;131;;70;;;87;122
ti 1 heinä 2014 11:00;;68;;;;;;28;39;130;;65;;;94;123
ti 1 heinä 2014 12:00;;87;;;;;;42;48;111;;85;;;111;132
ti 1 heinä 2014 13:00;;86;;;;;;40;54;102;;101;;;118;119
ti 1 heinä 2014 14:00;;59;;;;;;40;51;123;;87;;;92;122
ti 1 heinä 2014 15:00;;134;;;;;;90;133;187;;112;;;113;206
ti 1 heinä 2014 16:00;;184;;;;;;129;157;270;;94;;;186;300
ti 1 heinä 2014 17:00;;158;;;;;;104;132;254;;85;;;144;264
ti 1 heinä 2014 18:00;;87;;;;;;79;92;158;;82;;;94;168
ti 1 heinä 2014 19:00;;75;;;;;;52;42;124;;49;;;52;114
ti 1 heinä 2014 20:00;;47;;;;;;26;33;81;;46;;;47;92
ti 1 heinä 2014 21:00;;33;;;;;;43;33;76;;27;;;37;58
ti 1 heinä 2014 22:00;;22;;;;;;17;18;23;;29;;;16;41
ti 1 heinä 2014 23:00;;9;;;;;;5;7;6;;28;;;10;20
ke 2 heinä 2014 00:00;;9;;;;;;2;9;2;;14;;;9;13
ke 2 heinä 2014 01:00;;2;;;;;;0;1;2;;8;;;3;10
ke 2 heinä 2014 02:00;;1;;;;;;0;2;0;;7;;;4;6
ke 2 heinä 2014 03:00;;1;;;;;;0;1;2;;4;;;3;1
ke 2 heinä 2014 04:00;;3;;;;;;0;3;1;;2;;;0;4
ke 2 heinä 2014 05:00;;9;;;;;;2;8;13;;7;;;7;23
ke 2 heinä 2014 06:00;;41;;;;;;45;70;86;;33;;;36;105
ke 2 heinä 2014 07:00;;122;;;;;;113;152;177;;37;;;101;235
ke 2 heinä 2014 08:00;;184;;;;;;116;149;260;;55;;;176;312
ke 2 heinä 2014 09:00;;131;;;;;;61;83;189;;64;;;126;207
ke 2 heinä 2014 10:00;;68;;;;;;33;45;133;;62;;;125;130
ke 2 heinä 2014 11:00;;71;;;;;;50;55;111;;73;;;90;133
ke 2 heinä 2014 12:00;;84;;;;;;57;53;178;;82;;;114;148
ke 2 heinä 2014 13:00;;91;;;;;;43;50;91;;79;;;109;119
ke 2 heinä 2014 14:00;;80;;;;;;56;53;119;;92;;;122;153
ke 2 heinä 2014 15:00;;135;;;;;;144;139;249;;116;;;143;250
ke 2 heinä 2014 16:00;;207;;;;;;140;169;330;;138;;;240;359
ke 2 heinä 2014 17:00;;194;;;;;;128;176;377;;136;;;199;363
ke 2 heinä 2014 18:00;;151;;;;;;110;102;245;;110;;;184;270
ke 2 heinä 2014 19:00;;113;;;;;;95;88;210;;109;;;102;192
ke 2 heinä 2014 20:00;;113;;;;;;84;86;169;;84;;;71;168
ke 2 heinä 2014 21:00;;84;;;;;;59;46;152;;75;;;82;136
ke 2 heinä 2014 22:00;;45;;;;;;35;24;73;;55;;;51;60
ke 2 heinä 2014 23:00;;20;;;;;;10;18;26;;38;;;29;36
to 3 heinä 2014 00:00;;9;;;;;;4;8;7;;28;;;15;16
to 3 heinä 2014 01:00;;10;;;;;;3;3;1;;20;;;10;12
to 3 heinä 2014 02:00;;2;;;;;;2;5;2;;16;;;8;6
to 3 heinä 2014 03:00;;3;;;;;;0;2;4;;15;;;6;4
to 3 heinä 2014 04:00;;2;;;;;;0;3;5;;6;;;1;6
to 3 heinä 2014 05:00;;9;;;;;;6;7;7;;9;;;7;23
to 3 heinä 2014 06:00;;51;;;;;;46;60;82;;25;;;46;90
to 3 heinä 2014 07:00;;129;;;;;;131;164;208;;31;;;98;254
to 3 heinä 2014 08:00;;182;;;;;;135;166;281;;70;;;194;339
to 3 heinä 2014 09:00;;163;;;;;;53;82;198;;67;;;102;219
to 3 heinä 2014 10:00;;65;;;;;;34;39;114;;59;;;81;134
to 3 heinä 2014 11:00;;50;;;;;;40;38;117;;55;;;100;125
to 3 heinä 2014 12:00;;84;;;;;;59;49;153;;93;;;120;171
to 3 heinä 2014 13:00;;92;;;;;;61;51;143;;93;;;146;191
to 3 heinä 2014 14:00;;96;;;;;;55;66;210;;121;;;130;204
to 3 heinä 2014 15:00;;143;;;;;;131;118;304;;140;;;191;280
to 3 heinä 2014 16:00;;265;;;;;;153;177;358;;152;;;208;398
to 3 heinä 2014 17:00;;169;;;;;;140;162;403;;151;;;227;340
to 3 heinä 2014 18:00;;144;;;;;;101;114;269;;141;;;151;263
to 3 heinä 2014 19:00;;122;;;;;;75;94;208;;133;;;127;180
to 3 heinä 2014 20:00;;106;;;;;;91;63;144;;111;;;65;146
to 3 heinä 2014 21:00;;58;;;;;;43;55;110;;68;;;47;118
to 3 heinä 2014 22:00;;38;;;;;;29;18;58;;42;;;57;59
to 3 heinä 2014 23:00;;25;;;;;;23;15;31;;34;;;23;40
pe 4 heinä 2014 00:00;;16;;;;;;8;7;3;;27;;;21;14
pe 4 heinä 2014 01:00;;8;;;;;;4;2;2;;22;;;7;14
pe 4 heinä 2014 02:00;;0;;;;;;4;4;1;;11;;;7;2
pe 4 heinä 2014 03:00;;6;;;;;;0;1;0;;7;;;2;1
pe 4 heinä 2014 04:00;;4;;;;;;2;2;2;;11;;;2;3
pe 4 heinä 2014 05:00;;9;;;;;;6;10;8;;11;;;7;21
pe 4 heinä 2014 06:00;;39;;;;;;46;51;68;;24;;;46;75
pe 4 heinä 2014 07:00;;104;;;;;;104;126;170;;30;;;82;207
pe 4 heinä 2014 08:00;;151;;;;;;100;126;231;;54;;;167;281
pe 4 heinä 2014 09:00;;122;;;;;;66;59;165;;59;;;122;178
pe 4 heinä 2014 10:00;;82;;;;;;49;45;109;;58;;;88;111
pe 4 heinä 2014 11:00;;61;;;;;;59;48;132;;77;;;93;137
pe 4 heinä 2014 12:00;;90;;;;;;50;69;130;;87;;;120;134
pe 4 heinä 2014 13:00;;88;;;;;;61;74;153;;87;;;141;168
pe 4 heinä 2014 14:00;;113;;;;;;75;66;174;;96;;;142;190
pe 4 heinä 2014 15:00;;166;;;;;;126;124;262;;108;;;183;262
pe 4 heinä 2014 16:00;;189;;;;;;129;168;283;;122;;;208;294
pe 4 heinä 2014 17:00;;129;;;;;;129;113;263;;155;;;181;239
pe 4 heinä 2014 18:00;;116;;;;;;88;93;208;;130;;;120;194
pe 4 heinä 2014 19:00;;75;;;;;;65;49;141;;75;;;82;131
pe 4 heinä 2014 20:00;;68;;;;;;41;42;91;;84;;;65;99
pe 4 heinä 2014 21:00;;42;;;;;;47;38;105;;86;;;59;95
pe 4 heinä 2014 22:00;;42;;;;;;27;29;65;;74;;;51;74
pe 4 heinä 2014 23:00;;29;;;;;;15;19;32;;48;;;26;35
la 5 heinä 2014 00:00;;7;;;;;;10;13;15;;44;;;22;34
la 5 heinä 2014 01:00;;13;;;;;;3;18;16;;45;;;33;33
la 5 heinä 2014 02:00;;10;;;;;;2;7;6;;36;;;10;11
la 5 heinä 2014 03:00;;6;;;;;;2;7;5;;29;;;13;9
la 5 heinä 2014 04:00;;5;;;;;;3;2;9;;15;;;7;6
la 5 heinä 2014 05:00;;7;;;;;;2;2;4;;3;;;6;9
la 5 heinä 2014 06:00;;12;;;;;;9;15;13;;8;;;5;17
la 5 heinä 2014 07:00;;15;;;;;;17;16;28;;6;;;24;32
la 5 heinä 2014 08:00;;23;;;;;;15;19;38;;18;;;22;42
la 5 heinä 2014 09:00;;47;;;;;;20;33;94;;22;;;75;95
la 5 heinä 2014 10:00;;41;;;;;;32;58;123;;37;;;85;122
la 5 heinä 2014 11:00;;79;;;;;;62;57;140;;63;;;118;138
la 5 heinä 2014 12:00;;85;;;;;;73;74;184;;75;;;128;191
la 5 heinä 2014 13:00;;103;;;;;;90;83;210;;105;;;156;218
la 5 heinä 2014 14:00;;128;;;;;;105;77;227;;126;;;166;217
la 5 heinä 2014 15:00;;110;;;;;;103;85;225;;95;;;130;204
